,text,type
15285,Someone who is eithor not creepy or worried is always not hilarious.,rule
15286,It can be concluded that Lars is not annoyed and Carlton is worried once knowing that Kurt is hilarious.,rule
15287,Someone who is not worried is always not hilarious.,rule
15288,Conan is not steep.,fact
15289,Harlan is not rare.,fact
15290,Neil is not rare.,fact
15291,Lloyd is not global.,fact
15292,Channing is not global.,fact
15293,Conan is important.,fact
15294,Channing is steep.,fact
15295,Conan is not jealous.,fact
15296,Isaiah is important.,fact
15297,Isaiah is not additional.,fact
15298,Lloyd is steep.,fact
15299,Harlan is not global.,fact
15300,"If there is someone who is either important or rare, then Neil is not jealous.",rule
15301,Someone is global and jealous if and only if he is not important and additional.,rule
15302,Neil is jealous if and only if Marion is global.,rule
15303,"If there is someone who is either not additional or global, then Lloyd is jealous.",rule
15304,Lloyd being important and Harlan being not steep imply that Channing is not global.,rule
15305,"If Conan is jealous, then Lloyd is not important and Neil is not rare, and vice versa.",rule
15306,"If there is someone who is either not jealous or not rare, then Conan is global.",rule
15307,Marion is not global if and only if Lloyd is not additional.,rule
15308,"If someone is important and additional, then he is not steep, and vice versa.",rule
15309,Someone is not steep and jealous if and only if he is global.,rule
15310,"If Harlan is global or Conan is jealous, then Marion is not rare.",rule
15311,Someone being both steep and additional is equivalent to being not jealous.,rule
15312,Quade is lucky.,fact
15313,Rick is lucky.,fact
15314,Coleman is elderly.,fact
15315,Lucille is not traditional.,fact
15316,Coleman is traditional.,fact
15317,Gilbert is environmental.,fact
15318,Lucille is not elderly.,fact
15319,Boris is environmental.,fact
15320,Marvin is not nice.,fact
15321,Coleman is not nice.,fact
15322,Lucille is environmental.,fact
15323,Gilbert is not traditional.,fact
15324,Someone being both not elderly and traditional is equivalent to being lucky.,rule
15325,"If someone is not traditional and not lucky, then he is not stormy, and vice versa.",rule
15326,Lucille is not elderly and Rick is environmental if and only if Marvin is stormy and Gilbert is not traditional.,rule
15327,All not lucky people are not traditional.,rule
15328,"If there is at least one people who is nice or lucky, then Gilbert is environmental.",rule
15329,"If someone is lucky, then he is traditional, and vice versa.",rule
15330,"If there is at least one people who is not stormy or elderly, then Quade is lucky.",rule
15331,It can be concluded that Quade is stormy once knowing that Coleman is nice and Rick is not lucky.,rule
15332,Someone is stormy and lucky if and only if he is environmental and not elderly.,rule
15333,"If there is at least one people who is elderly, then Boris is traditional and Quade is not stormy.",rule
15334,Someone who is elderly is always not nice.,rule
15335,"If someone is not environmental or he is traditional, then he is nice.",rule
15336,Ron is helpful.,fact
15337,Samson is exciting.,fact
15338,Ashley is administrative.,fact
15339,Ashley is exciting.,fact
15340,Crispin is helpful.,fact
15341,Merlin is wooden.,fact
15342,Samson is selfish.,fact
15343,Samson is not wooden.,fact
15344,Merlin is selfish.,fact
15345,Crispin is fantastic.,fact
15346,Stewart is not helpful.,fact
15347,Ron is exciting.,fact
15348,"If someone is exciting, then he is selfish.",rule
15349,"If there is at least one people who is administrative, then Claude is not selfish and Samson is fantastic.",rule
15350,"If Crispin is exciting, then Ashley is selfish and Crispin is fantastic, and vice versa.",rule
15351,All not fantastic people are helpful.,rule
15352,"If everyone is not fantastic or not selfish, then Claude is wooden.",rule
15353,Someone being both selfish and not wooden is equivalent to being administrative.,rule
15354,"If someone who is fantastic is also not administrative, then he is not helpful.",rule
15355,"If there is at least one people who is not helpful, then Samson is not selfish.",rule
15356,"If someone is not selfish or he is not wooden, then he is not exciting.",rule
15357,"If someone is not wooden, then he is both not exciting and not helpful.",rule
15358,"If someone is not selfish or not fantastic, then he is administrative.",rule
15359,"If Samson is fantastic and Stewart is selfish, then Stewart is not exciting.",rule
15360,Leslie is concerned.,fact
15361,Leslie is ugly.,fact
15362,Kingston is realistic.,fact
15363,Lauren is not ugly.,fact
15364,Aidan is not sweet.,fact
15365,Aidan is not realistic.,fact
15366,Albert is compassionate.,fact
15367,Hardy is realistic.,fact
15368,Hardy is concerned.,fact
15369,Hardy is not disobedient.,fact
15370,Hardy is sweet.,fact
15371,Kingston is disobedient.,fact
15372,It can be concluded that Leslie is not sweet once knowing that Martin is disobedient or Aidan is not concerned.,rule
15373,"If someone is both not ugly and not sweet, then he is not concerned.",rule
15374,"If there is at least one people who is ugly, then Kingston is sweet.",rule
15375,Someone being both not compassionate and not ugly is equivalent to being realistic and sweet.,rule
15376,Martin being not disobedient and Albert being realistic imply that Martin is not ugly.,rule
15377,"If there is someone who is both not concerned and disobedient, then Hardy is sweet and Martin is not compassionate.",rule
15378,It can be concluded that Kingston is disobedient and Leslie is not compassionate once knowing that Martin is sweet.,rule
15379,Lauren being not ugly implies that Aidan is not sweet.,rule
15380,"If there is someone who is not realistic, then Hardy is not concerned and Martin is sweet.",rule
15381,"If there is at least one people who is either realistic or not compassionate, then Hardy is disobedient and Lauren is not ugly.",rule
15382,"If Hardy is not sweet or Kingston is not concerned, then Leslie is not ugly.",rule
15383,Someone who is not ugly is always not realistic.,rule
15384,Kelvin is not few.,fact
15385,Roswell is not fine.,fact
15386,Clifford is not few.,fact
15387,Clifford is not medical.,fact
15388,Raymond is fine.,fact
15389,Hardy is not small.,fact
15390,Roswell is not small.,fact
15391,Hardy is exuberant.,fact
15392,Hardy is not fine.,fact
15393,Raymond is not concerned.,fact
15394,Hardy is not medical.,fact
15395,Scott is not medical.,fact
15396,Kelvin being fine implies that Scott is exuberant.,rule
15397,"If Scott is not small, then Clifford is concerned and Kelvin is fine, and vice versa.",rule
15398,"If someone is not exuberant and not few, then he is not small, and vice versa.",rule
15399,Hardy being not exuberant implies that Roswell is concerned and Roswell is not medical.,rule
15400,Someone is not few and not concerned if and only if he is not exuberant.,rule
15401,"If there is someone who is not concerned, then Raymond is few and Kelvin is exuberant.",rule
15402,Scott being not concerned and Roswell being fine imply that Lucille is not few and Roswell is small.,rule
15403,"If there is at least one people who is not few or not exuberant, then Scott is concerned.",rule
15404,Someone being both fine and not small is equivalent to being not exuberant.,rule
15405,"If there is nobody who is not not few, then Hardy is not fine and Clifford is not concerned.",rule
15406,"If there is at least one people who is both not fine and small, then Raymond is not few.",rule
15407,All few people are not exuberant.,rule
15408,Vicki is not cold.,fact
15409,Ramsey is harsh.,fact
15410,Della is not cold.,fact
15411,Curt is cold.,fact
15412,Isaiah is not harsh.,fact
15413,Della is administrative.,fact
15414,Igor is not remarkable.,fact
15415,Isaiah is cold.,fact
15416,Della is not cheeky.,fact
15417,Ramsey is not administrative.,fact
15418,Della is skinny.,fact
15419,Curt is not skinny.,fact
15420,It can be concluded that Vicki is administrative once knowing that Igor is not skinny.,rule
15421,"If there is at least one people who is both harsh and not skinny, then Isaiah is cheeky.",rule
15422,"If someone is harsh, then he is both not cold and cheeky.",rule
15423,It can be concluded that Igor is cheeky once knowing that Curt is harsh and Della is cold.,rule
15424,Someone who is not remarkable is always both not harsh and not cheeky.,rule
15425,"If there is nobody who is not administrative, then Curt is not harsh.",rule
15426,"If there is someone who is either cheeky or cold, then Vicki is not remarkable.",rule
15427,"If there is someone who is not administrative, then Carter is not cold and Curt is remarkable.",rule
15428,Someone is cheeky if and only if he is not harsh.,rule
15429,"If Isaiah is cheeky or Della is not cold, then Ramsey is skinny.",rule
15430,Carter is not remarkable if and only if Vicki is not cheeky and Della is cold.,rule
15431,"If there is someone who is both not cheeky and cold, then Della is remarkable.",rule
15432,Maddox is not similar.,fact
15433,Kelvin is not unhappy.,fact
15434,Hunter is perfect.,fact
15435,Collier is not thoughtful.,fact
15436,Collier is rare.,fact
15437,Collier is not perfect.,fact
15438,Hunter is annoying.,fact
15439,Royce is not annoying.,fact
15440,Kelvin is not similar.,fact
15441,Royce is not perfect.,fact
15442,Royce is thoughtful.,fact
15443,Kelvin is not thoughtful.,fact
15444,"If there is at least one people who is annoying or not perfect, then Royce is not unhappy.",rule
15445,It can be concluded that Percival is not perfect and Collier is similar once knowing that Maddox is rare.,rule
15446,Kelvin being not unhappy and Collier being not thoughtful imply that Maddox is not similar.,rule
15447,"If someone is annoying and perfect, then he is rare, and vice versa.",rule
15448,"If there is nobody who is not unhappy, then Kelvin is thoughtful.",rule
15449,Someone is similar and rare if and only if he is not annoying.,rule
15450,Royce being not perfect or Blanca being not unhappy implies that Percival is not thoughtful.,rule
15451,"If there is at least one people who is annoying or not thoughtful, then Kelvin is not perfect.",rule
15452,"If there is at least one people who is annoying, then Kelvin is similar and Percival is not rare.",rule
15453,"If there is someone who is both thoughtful and unhappy, then Hunter is not annoying.",rule
15454,Someone who is eithor annoying or not similar is always thoughtful.,rule
15455,"If there is at least one people who is either thoughtful or rare, then Percival is not annoying and Blanca is unhappy.",rule
